"MEG_ID"	"Type"	"Class"	"Mechanism"	"Group"	"SNP"
"MEG_5371"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"PARE"	"RequiresSNPConfirmation"
"MEG_5372"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"PARE"	"RequiresSNPConfirmation"
"MEG_5373"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"PARE"	"RequiresSNPConfirmation"
"MEG_5374"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"PARE"	"RequiresSNPConfirmation"
"MEG_5375"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"PARE"	"RequiresSNPConfirmation"
"MEG_5376"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"PARE"	"RequiresSNPConfirmation"
"MEG_5377"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"PARE"	"RequiresSNPConfirmation"
"MEG_5378"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"PARE"	"RequiresSNPConfirmation"
"MEG_5379"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"PARE"	"RequiresSNPConfirmation"
"MEG_5380"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"PARE"	"RequiresSNPConfirmation"
"MEG_5381"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"PARE"	"RequiresSNPConfirmation"
"MEG_5382"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"PARE"	"RequiresSNPConfirmation"
"MEG_5383"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"PARE"	"RequiresSNPConfirmation"
"MEG_5384"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"PARE"	"RequiresSNPConfirmation"
"MEG_5385"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"PARE"	"RequiresSNPConfirmation"
"MEG_5386"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"PARE"	"RequiresSNPConfirmation"
"MEG_5387"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"PARE"	"RequiresSNPConfirmation"
"MEG_5388"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"PARE"	"RequiresSNPConfirmation"
"MEG_5389"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"PARE"	"RequiresSNPConfirmation"
"MEG_5390"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"PARE"	"RequiresSNPConfirmation"
"MEG_5391"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"PARE"	"RequiresSNPConfirmation"
"MEG_5392"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"PARE"	"RequiresSNPConfirmation"
"MEG_5393"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"PARE"	"RequiresSNPConfirmation"
"MEG_5394"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"PAREF"	"RequiresSNPConfirmation"
"MEG_5395"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"PAREF"	"RequiresSNPConfirmation"
"MEG_5396"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"PARY"	NA
"MEG_5397"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone_ABC_efflux_pump"	"PATA"	NA
"MEG_5398"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone_ABC_efflux_pump"	"PATB"	NA
"MEG_5399"	"Drugs"	"betalactams"	"Penicillin_binding_protein"	"PBP1A"	"RequiresSNPConfirmation"
"MEG_5400"	"Drugs"	"betalactams"	"Penicillin_binding_protein"	"PBP2"	NA
"MEG_5401"	"Drugs"	"betalactams"	"Penicillin_binding_protein"	"PBP2"	"RequiresSNPConfirmation"
"MEG_5402"	"Drugs"	"betalactams"	"Penicillin_binding_protein"	"PBP2"	NA
"MEG_5403"	"Drugs"	"betalactams"	"Penicillin_binding_protein"	"PBP2"	NA
"MEG_5404"	"Drugs"	"betalactams"	"Penicillin_binding_protein"	"PBP2"	NA
"MEG_5405"	"Drugs"	"betalactams"	"Penicillin_binding_protein"	"PBP2"	"RequiresSNPConfirmation"
"MEG_5406"	"Drugs"	"betalactams"	"Penicillin_binding_protein"	"PBP2B"	"RequiresSNPConfirmation"
"MEG_5407"	"Drugs"	"betalactams"	"Penicillin_binding_protein"	"PBP2X"	"RequiresSNPConfirmation"
"MEG_5408"	"Drugs"	"betalactams"	"Penicillin_binding_protein"	"PBP3"	"RequiresSNPConfirmation"
"MEG_5409"	"Drugs"	"betalactams"	"Penicillin_binding_protein"	"PBP4B"	NA
"MEG_5410"	"Metals"	"Lead_resistance"	"Lead_P-type_ATPase_transporter"	"PBRA"	NA
"MEG_5411"	"Metals"	"Lead_resistance"	"Lead_P-type_ATPase_transporter"	"PBRB"	NA
"MEG_5412"	"Metals"	"Lead_resistance"	"Lead_P-type_ATPase_transporter"	"PBRD"	NA
"MEG_5413"	"Metals"	"Lead_resistance"	"Lead_P-type_ATPase_regulator"	"PBRR"	NA
"MEG_5414"	"Metals"	"Lead_resistance"	"Lead_P-type_ATPase_transporter"	"PBRT"	NA
"MEG_5415"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_resistance_regulator"	"PCM"	NA
"MEG_5416"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"PCOA"	NA
"MEG_5417"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"PCOB"	NA
"MEG_5418"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"PCOB"	NA
"MEG_5419"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"PCOC"	NA
"MEG_5420"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"PCOC"	NA
"MEG_5421"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"PCOD"	NA
"MEG_5422"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"PCOD"	NA
"MEG_5423"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_regulator"	"PCOE"	NA
"MEG_5424"	"Metals"	"Copper_resistance"	"Copper_resistance_regulator"	"PCOR"	NA
"MEG_5425"	"Metals"	"Copper_resistance"	"Copper_resistance_regulator"	"PCOS"	NA
"MEG_5426"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5427"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5428"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5429"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5430"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5431"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5432"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5433"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5434"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5435"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5436"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5437"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5438"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5439"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5440"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5441"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5442"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5443"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5444"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5445"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5446"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5447"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5448"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5449"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5450"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5451"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5452"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5453"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5454"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5455"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5456"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5457"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5458"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5459"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5460"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5461"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5462"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5463"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5464"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5465"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5466"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5467"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5468"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5469"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5470"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5471"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5472"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5473"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5474"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5475"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5476"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5477"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5478"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5479"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5480"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5481"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5482"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5483"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5484"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5485"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5486"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5487"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5488"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5489"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5490"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5491"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5492"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5493"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5494"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5495"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5496"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5497"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5498"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5499"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5500"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5501"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5502"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5503"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5504"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5505"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5506"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5507"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5508"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5509"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5510"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5511"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5512"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5513"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5514"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5515"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5516"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5517"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5518"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5519"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5520"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5521"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5522"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5523"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5524"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5525"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5526"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5527"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5528"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5529"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5530"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5531"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5532"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5533"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5534"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5535"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5536"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5537"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5538"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5539"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5540"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5541"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5542"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5543"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5544"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5545"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5546"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5547"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5548"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5549"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5550"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5551"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5552"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5553"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5554"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5555"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5556"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5557"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5558"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5559"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5560"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5561"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5562"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5563"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5564"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5565"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5566"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5567"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5568"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5569"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5570"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5571"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5572"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5573"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5574"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5575"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5576"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5577"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5578"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5579"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5580"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5581"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5582"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5583"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5584"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5585"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5586"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5587"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5588"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5589"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5590"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5591"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5592"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5593"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5594"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5595"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5596"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5597"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5598"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5599"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5600"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5601"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5602"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5603"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5604"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5605"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5606"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5607"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5608"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5609"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5610"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5611"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5612"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5613"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5614"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5615"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5616"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5617"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5618"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5619"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5620"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5621"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5622"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5623"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5624"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5625"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5626"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5627"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5628"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5629"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5630"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5631"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5632"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5633"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5634"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5635"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5636"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5637"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5638"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5639"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5640"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5641"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5642"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5643"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5644"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5645"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5646"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5647"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5648"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5649"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5650"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5651"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5652"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5653"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5654"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5655"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5656"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5657"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
"MEG_5658"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"	NA
